company_name,fyear,status_label,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,Division,MajorGroup
C_1,2010.0,alive,913985,1703727,1408071,329802,59.29600000000001,137016,196312,367711,507274,416.01,69.82600000000001,467485,296.48900000000003,1775.7820000000002,1049.8206,868438,1775.7820000000002,1579.47,D,37
C_1,2011.0,alive,1063272,2195653,1662408,669.4889999999999,80333,142.36,222693,412.09,599752,473226,67723,486582,324879,2074498,485.2897,1329631,2074498,1851805,D,37
C_1,2012.0,alive,1033.7,2136.9,1714.5,622.2,108.6,136.6,245.2,452.6,582.9,389.0,55.0,542.4,315.4,2167.1,790.0029,1217.4,2167.1,1921.9,D,37
C_1,2013.0,alive,1116.9,2199.5,1581.4,564.3,113.4,142.6,256.0,453.6,632.9,402.1,72.9,616.7,297.9,2035.0,961308,1198.8,2035.0,1779.0,D,37
C_1,2014.0,alive,954.1,1515.0,1342.7,85.0,92.3,-8.6,83.7,251.6,566.7,412.0,10.2,603.9,231.1,1594.3,1046.3954,669.9,1594.3,1510.6,D,37
C_1,2015.0,alive,873.1,1442.1,1354.9,136.1,70.8,66.1,136.9,307.7,563.7,329.0,47.7,637.2,242.7,1662.6,842.5112,576.3,1662.6,1525.7,D,37
C_1,2016.0,alive,888.5,1504.1,1422.7,155.3,71.0,77.2,148.2,344.9,601.1,335.1,56.5,688.0,251.4,1767.6,1200.3288,589.9,1767.6,1619.4,D,37
C_1,2017.0,alive,942.7,1524.7,1413.2,177.2,40.5,86.0,126.5,335.1,547.9,333.3,15.6,701.2,203.0,1748.3,1551458,588.4,1748.3,1621.8,D,37
C_2,1999.0,alive,1029438,1672529,930142,11024,102.09,311649,413739,996805,243882,412954,87635,827.4889999999999,436751,1926947,7161.3749,423978,1926947,1513208,D,36
C_2,2000.0,alive,2650.9,3970.5,1567.1,16.5,146.2,523.9,670.1,1720.8,486.1,1041.3,868.1,1843.8,714.3,3287.9,16465.1625,1057.8,3287.9,2617.8,D,36
C_2,2001.0,alive,1305.2,2499.7,1484.2,3.0,197.8,-253.4,-55.6,918.6,253.6,599.4,-1287.7,495.6,280.7,2402.8,3603.6,606.3,2402.8,2458.4,D,36
C_2,2002.0,alive,686.3,1144.2,677.6,10.8,104.7,-297.1,-192.4,370.1,94.9,397.8,-1145.0,-688.0,140.9,1047.7,1263368,412.0,1047.7,1240.1,D,36
C_2,2003.0,alive,1006.0,1296.9,422.6,400.0,59.2,-39.3,19.9,350.6,69.5,265.5,-76.7,-771.2,141.2,773.2,2072962,669.2,773.2,753.3,D,36
C_2,2004.0,alive,835.6,1428.1,440.7,400.0,41.7,36.5,78.2,343.6,97.8,302.0,16.4,-747.1,194.5,784.3,1790321,768.8,784.3,706.1,D,36
C_2,2005.0,alive,853.0,1535.0,681.1,400.0,67.2,91.8,159.0,488.1,140.5,286.6,110.7,-648.5,233.7,1169.2,2032925,761.1,1169.2,1010.2,D,36
C_2,2006.0,alive,942.7,1611.4,801.1,400.0,67.8,72.6,140.4,480.8,165.5,260.1,65.7,-567.4,193.1,1281.9,1677132,737.9,1281.9,1141.5,D,36
C_2,2007.0,alive,1008.2,1764.8,827.5,200.6,67.2,100.7,167.9,494.7,170.2,474.1,106.3,-448.2,223.7,1322.2,2199.12,757.2,1322.2,1154.3,D,36
C_2,2008.0,alive,1077.4,1921.0,870.7,650.7,82.4,90.9,173.3,585.7,162.7,278.0,-41.9,-505.6,240.6,1456.4,705.6419999999999,1006.8,1456.4,1283.1,D,36
C_2,2009.0,alive,900.2,1343.6,600.5,651.0,66.4,18.3,84.7,396.2,131.1,236.0,-474.3,-979.3,200.3,996.7,805.6439999999999,987.4,996.7,912.0,D,36
C_2,2010.0,alive,1107.7,1474.5,677.2,650.8,61.5,59.9,121.4,479.4,106.4,288.7,62.0,-918.4,252.5,1156.6,1231524,1040.1,1156.6,1035.2,D,36
C_3,1999.0,alive,9757,13986,19796,5974,667,-932,-265,9574,5494,2804,-2207,-6375,3924,29.37,3.2449,8.777999999999999,29.37,29635,D,38
C_3,2000.0,alive,7.883999999999999,11608,16506,4875,0.7,-0.0279999999999999,672,8861,4078,2278,-0.8079999999999999,-7184,3244,25367,4.5428,7153,25367,24695,D,38
C_3,2001.0,alive,6494,8635,15.7,3873,0.7609999999999999,-0.38,381,8351,3488,2045,-1.7380000000000002,-8922,2677,24051,2.9667,5.917999999999998,24051,23.67,D,38
C_3,2002.0,alive,5938,7.85,12919,2546,355,356,711,7.167999999999999,2.8160000000000003,2481,84,-8816,2465,20087,1.5761,5027,20087,19376,D,38
C_3,2004.0,alive,5807,6245,12018,222,0.16,1454,1614,7815,2704,3222,1345,-8974,2504,19833,13.9065,3.58,19833,18219,D,38
C_3,2005.0,alive,7726,8.152999999999999,14013,0.0,177,1679,1856,9122,3921,3375,1.9,-7073,2704,23135,19.7568,3.49,23135,21279,D,38
C_3,2006.0,alive,13582,14341,15454,0.0,216,1036,1252,9544,4835,3.6,1005,-5977,2757,24998,29.0131,3672,24998,23746,D,38
C_3,2007.0,alive,13454,27171,17.589000000000002,5822,0.5,-932,-432,11.130999999999998,6395,6259,-4673,-10708,5.031000000000001,28.72,30.4793,12296,28.72,29152,D,38
C_3,2008.0,alive,12686,21401,19334,23,1686,-4407,-2721,14946,6.95,16483,-11049,-21447,4282,34.28,5.0201,17224,34.28,37001,D,38
C_4,1999.0,alive,381872,1160266,366.6830000000001,591784,25.633000000000003,97527,123.16,365.76,161033,164.27599999999998,36972,54359,189261,732443,910.5998,808.3330000000002,732443,609283,D,28
C_4,2000.0,alive,600418,1610435,434197,504445,64836,125697,190533,466597,253038,206438,55508,54069,243533,900794,1764.3893,762548,900794,710.2610000000001,D,28
C_4,2001.0,alive,662.5210000000001,2390008,505.4980000000001,1030254,77611,85.99,163601,469492,331773,343155,-37914,-15463,259246,974.99,1172.2111,1498392,974.99,811.3889999999999,D,28
C_4,2002.0,alive,671429,2296924,648822,847.2660000000001,44565,142.69899999999998,187264,581.94,343899,378601,-99661,-47897,234327,1230762,612.71,1295081,1230762,1043498,D,28
C_4,2003.0,alive,692.9910000000001,2329268,729995,782.2489999999999,49681,105547,155.22799999999998,567.29,309277,358271,13833,72.5,258471,1297285,1045.8834,1197279,1297285,1142057,D,28
C_4,2004.0,alive,672072,2003842,719.2260000000001,10.0,87.21600000000001,66613,153829,620254,310004,1040406,-314737,-185823,226591,1339.48,895299,1120.2,1339.48,1185651,D,28
C_4,2005.0,alive,1037047,1623.3829999999998,150257,17,67.10600000000001,95995,163101,403.36,92741,665257,133769,-175285,90898,553617,1541.7638,705305,553617,390516,D,28
C_4,2006.0,alive,353541,927239,229115,0.0,42.873000000000005,96041,138914,424713,106958,155.57299999999998,82544,-89.73700000000001,107847,653828,1038.6859,203.24,653828,514914,D,28
C_4,2007.0,alive,581502,1288165,267.81,300.0,46338,-5522,40816,454615,125963,198375,-13581,-95949,130246,722425,882.4491,557038,722425,681.6089999999999,D,28
C_5,1999.0,alive,28957,42.21,79567,591,2024,1849,3873,27743,10947,39835,-138,-33199,15.89,107.31,6.1972,52453,107.31,103437,D,35
C_6,1999.0,failed,4424.0,24374.0,15482.0,5689.0,1092.0,1156.0,2248.0,2248.0,708.0,5864.0,985.0,5716.0,1134.0,17730.0,9932415,17516.0,17730.0,15482.0,E,45
C_6,2000.0,failed,5179.0,26213.0,17120.0,5474.0,1202.0,1381.0,2583.0,2583.0,757.0,6990.0,813.0,5948.0,1303.0,19703.0,5958.9688,19037.0,19703.0,17120.0,E,45
C_6,2001.0,failed,6540.0,32841.0,19419.0,9834.0,1404.0,-1860.0,-456.0,-456.0,822.0,7512.0,-1762.0,4042.0,1414.0,18963.0,3445.0155,27468.0,18963.0,19419.0,E,45
C_6,2002.0,failed,4937.0,30267.0,18555.0,12310.0,1366.0,-2622.0,-1256.0,-1256.0,627.0,7240.0,-3511.0,-399.0,1481.0,17299.0,1030.1874,29310.0,17299.0,18555.0,E,45
C_6,2003.0,failed,4682.0,29330.0,14430.0,13126.0,1377.0,-795.0,582.0,3010.0,516.0,6559.0,-1228.0,-1336.0,796.0,17440.0,2066.5869,29284.0,17440.0,16858.0,E,45
C_6,2004.0,failed,4971.0,28773.0,15120.0,13524.0,1292.0,-133.0,1159.0,3525.0,488.0,7018.0,-761.0,-1976.0,836.0,18645.0,1764.6582,29354.0,18645.0,17486.0,E,45
C_6,2005.0,failed,6164.0,29495.0,16832.0,13456.0,1164.0,102.0,1266.0,3880.0,515.0,8320.0,-861.0,-3152.0,991.0,20712.0,4062.1324,30973.0,20712.0,19446.0,E,45
C_6,2006.0,failed,6902.0,29145.0,17659.0,12041.0,1157.0,1060.0,2217.0,4904.0,506.0,8505.0,231.0,-3185.0,988.0,22563.0,6717.8315,29751.0,22563.0,20346.0,E,45
C_6,2007.0,failed,7229.0,28571.0,18026.0,10093.0,1064.0,1029.0,2093.0,4870.0,601.0,8483.0,504.0,-720.0,1027.0,22896.0,3499.0539,25914.0,22896.0,20803.0,E,45
C_6,2008.0,failed,5935.0,25175.0,20232.0,9001.0,1083.0,-573.0,510.0,3534.0,525.0,9374.0,-2071.0,-6638.0,811.0,23766.0,2976.3858,28110.0,23766.0,23256.0,E,45
C_6,2009.0,failed,6642.0,25438.0,16935.0,10583.0,1007.0,-745.0,262.0,2982.0,557.0,7728.0,-1468.0,-7860.0,768.0,19917.0,2571.1835,28927.0,19917.0,19655.0,E,45
C_6,2010.0,failed,6838.0,25088.0,18138.0,9253.0,995.0,308.0,1303.0,4032.0,594.0,8780.0,-471.0,-8362.0,738.0,22170.0,2597.5755,29033.0,22170.0,20867.0,E,45
C_7,1999.0,alive,27276,51073,15475,28.29,0.7290000000000001,442,1171,8387,5125,12934,-366,-2.6830000000000003,17204,23862,20.6275,41937,23862,22691,D,35
C_7,2000.0,alive,28391,55896,71.92399999999999,26101,1951,2009,3.96,17893,7472,16759,-0.69,-3984,17373,89.81700000000001,10.8433,48828,89.81700000000001,85.85700000000001,D,35
C_7,2001.0,alive,26587,53.03,71406,18588,2076,4305,6381,19588,7729,18524,-264,-4901,17.0,90994,31.7262,43209,90994,84613,D,35
C_7,2002.0,alive,21724,46677,63.52,16202,1254,2201,3455,15357,7342,15447,-123,-5.202000000000001,12037,78877,17.7415,37266,78877,75422,D,35
C_7,2003.0,alive,18432,41154,55201,13388,1192,1364,2556,12958,4915,14723,-667,-6603,11398,68.15899999999999,16.4753,33124,68.15899999999999,65.60300000000001,D,35
C_7,2004.0,alive,21779,43441,56372,11894,1153,1185,2338,12.994000000000002,5.87,19869,-928,-7397,14055,69366,34.3759,36192,69366,67028,D,35
C_7,2005.0,alive,21795,42.9,64509,12847,1179,3525,4704,17012,6.662000000000001,18193,-435,-7.862999999999999,13151,81521,57.3588,36117,81521,76817,D,35
C_7,2006.0,alive,42653,63188,111261,14872,1229,6.047000000000001,7276,24.098000000000003,13521,28342,3094,-5.257999999999999,26925,135359,103.0205,48265,135359,128083,D,35
C_7,2007.0,alive,67.53399999999999,96535,195591,4.428999999999999,1.58,12634,14214,40362,16235,46.31399999999999,6305,337,47736,235953,162.3832,55609,235953,221739,D,35
C_7,2008.0,alive,69819,120017,172.87400000000002,25.2,3176,8195,11371,45.016000000000005,18856,44.976000000000006,5.01,3381,47574,217.89,34.6617,75.50399999999998,217.89,206519,D,35
C_7,2009.0,alive,45548,77515,106283,12671,2519,1.28,3799,32702,15558,30479,-15032,-10.369000000000002,23751,138985,56.4416,45755,138985,135186,D,35
C_7,2010.0,alive,48452,74791,106692,10.8,1758,4.64,6398,33.91,12777,26497,2105,-7851,26772,140602,85.3412,39617,140602,134204,D,35
C_7,2011.0,alive,53.47,79345,100066,9.6,1399,12368,13767,39126,14987,23609,8272,-1.0490000000000002,23109,139192,80.5638,36355,139192,125425,D,35
C_7,2012.0,alive,64321,94104,91.69,0.0,1.25,16683,17933,43362,9645,27.54,10.85,7379,29499,135.05200000000002,168.7421,32.11,135.05200000000002,117119,D,35
C_7,2013.0,alive,124772,348536,134576,79.16,6647,18996,25643,62.74100000000001,36486,59333,6557,10939,44364,197317,413.2812,178.13,197317,171674,D,35
C_7,2014.0,alive,142967,414365,176.17700000000002,103541,11268,24332,35.6,87.04,47787,75351,13077,12.43,58394,263217,408.1892,233141,263217,227617,D,35
C_7,2015.0,alive,228456,598819,254922,157834,16.52,28651,45.17100000000001,112.5,75684,148173,-5602,-4105,97778,367422,260.4902,353798,367422,322251,D,35
C_7,2016.0,alive,212978,498634,278.04900000000004,122367,18903,37316,56219,138.96200000000002,59.61,146358,-38218,-54783,83.06200000000001,417011,476.5599,308552,417011,360792,D,35
C_7,2017.0,alive,173942,438549,229511,111036,16088,11977,28065,115.54,54916,107851,-3029,-61592,67.99,345051,177.3441,251.98,345051,316986,D,35
C_7,2018.0,alive,160865,392582,222543,82.31299999999999,13272,14062,27334,114796,50511,103886,-7121,-72842,53225,337339,235008,214022,337339,310005,D,35
C_8,1999.0,alive,82.92299999999999,165.21599999999998,92091,24608,6.553999999999999,21084,27638,65013,32637,32.556999999999995,9757,-5421,39967,157.10399999999998,363.8543,63.12300000000001,157.10399999999998,129466,D,36
C_8,2000.0,alive,162806,248707,109565,12983,8.982999999999999,22362,31345,76359,37367,28902,14.4,8979,51.086000000000006,185924,1382.4056,46775,185924,154579,D,36
C_8,2001.0,alive,189471,310252,125059,11428,11.6,32963,44563,107749,48423,37097,21354,29.89,49409,232808,626535,55131,232808,188245,D,36
C_8,2002.0,alive,194201,318465,116097,12638,12.46,7233,19693,86537,72104,49305,-10781,21144,67919,202634,417.0139,68983,202634,182941,D,36
C_8,2003.0,alive,211238,330616,163447,10956,14677,14795,29472,128333,74738,49682,6395,29474,65243,291.78,461.7062,72.20100000000002,291.78,262308,D,36
C_8,2004.0,alive,327.48,551391,207283,5505,21856,40255,62111,206818,94617,89615,12147,49192,97031,414101,1060.6898,124294,414101,351.99,D,36
C_8,2005.0,alive,262803,589849,229243,4.19,24412,38.17,62582,234128,118906,101054,17041,63.86600000000001,101317,463371,626.7576,145869,463371,400789,D,36
C_8,2006.0,alive,328.35400000000004,638.0219999999999,275636,3.5580000000000003,30469,47473,77942,276.21,133.42,119215,26959,95273,120296,551846,878.4009,150352,551846,473904,D,36
C_9,1999.0,alive,846816,1308331,1194771,18174,94972,221231,316203,435502,356406,282687,156.93200000000002,660456,254879,1630273,6614.3374,326.31,1630273,1314.07,D,36
C_9,2000.0,alive,1355286,1885098,1504415,13722,129882,824548,954.43,1103698,486.61300000000006,343533,567.5369999999999,1181371,306367,2608113,3015.3565,380064,2608113,1653683,D,36
C_9,2001.0,alive,1150868,1691599,981254,0.0,132908,35077,167985,268726,354.61800000000005,194677,-7232,1155698,129213,1249.98,3657.7783,215564,1249.98,1081995,D,36
C_9,2002.0,alive,1077957,1700513,945018,0.0,119921,-22869,97052,189093,358.73900000000003,185557,-12438,1152493,128019,1134111,1563849,237357,1134111,1037059,D,36
C_9,2003.0,alive,1101979,1667.8770000000002,985094,0.0,93797,-27842,65955,151483,293869,214.89,-107606,1077254,162683,1136577,2863.4555,281333,1136577,1070622,D,36
C_9,2004.0,alive,1118136,1689749,1024.43,0.0,80734,70609,151343,258772,379.63,196572,55732,1141931,156065,1283202,2118.6988,250498,1283202,1131859,D,36
C_9,2005.0,alive,1203772,1675208,1060951,0.0,64.96600000000001,96181,161.14700000000002,272257,307653,171.03,81752,1160826,177.44799999999998,1333208,3048.2232,227099,1333208,1172061,D,36
C_9,2006.0,alive,1421395,1899536,1146441,0.0,53859,182213,236072,352.05400000000003,330141,207.36,153865,1355095,196165,1498495,2609.4448,264257,1498495,1262423,D,36
C_9,2007.0,alive,1377205,2109078,1272945,0.0,55.54600000000001,163.93599999999998,219482,346.33,421216,220516,149.47299999999998,1556.6989999999998,203762,1619275,2191.3555,279.72700000000003,1619275,1399793,D,36
C_9,2008.0,alive,1132504,1872529,1091998,0.0,66.19800000000001,109.52,175718,297615,365003,149.40200000000002,80846,1402266,143715,1389.6129999999998,1547.0867,202776,1389.6129999999998,1213895,D,36
C_9,2009.0,alive,1316358,2051492,969195,0.0,58173,169071,227.24400000000003,335771,357105,193273,142858,1535075,195983,1304966,2415.0508,250485,1304966,1077722,D,36
C_9,2010.0,alive,1602115,2319482,1148171,0.0,47619,333499,381.11800000000005,505005,496495,235665,244003,1770681,233783,1653.1760000000002,2536.8172,280065,1653.1760000000002,1272058,D,36
C_9,2011.0,alive,1727145,2468012,1106405,0.0,46.89,275551,322441,438849,566117,297073,152805,1857503,223041,1545254,2248.9093,347259,1545254,1222813,D,36
C_9,2012.0,alive,1945533,2601995,1103759,0.0,46871,146405,193276,310641,559.0740000000001,330.87699999999995,-64312,1718739,217091,1414.4,2006.7327,629065,1414.4,1221124,D,36
C_9,2013.0,alive,1768723,2384988,1113561,0.0,50209,159164,209373,329043,550518,161934,127037,1797.9820000000002,279791,1442604,2217.1528,337.30300000000005,1442604,1233231,D,36
C_9,2014.0,alive,1744552,2459015,982445,0.0,42214,212749,254963,370783,535.9119999999999,266309,225871,1881811,256496,1353.2279999999998,2400.0713,327052,1353.2279999999998,1098265,D,36
C_9,2015.0,alive,1686891,2409819,867.5089999999999,0.0,38951,169.30200000000002,208253,328.02,484268,180302,101535,1935144,220072,1195529,2105.3744,232713,1195529,987276,D,36
C_9,2016.0,alive,1836404,2477413,950329,0.0,42687,202047,244734,362332,474128,216067,125785,1966122,221091,1312661,2750.6934,260934,1312661,1067927,D,36
C_9,2017.0,alive,1701724,2672766,1179593,0.0,59819,182534,242353,382881,516.7769999999999,294563,4.91,1983724,287.08,1562474,2787.5827,429323,1562474,1320121,D,36
C_9,2018.0,alive,1783727,2813278,1218876,0.0,90031,314079,404.11,572914,631688,313185,271813,2117.09,262279,1791.79,2927.4428,429098,1791.79,1387.68,D,36
C_10,1999.0,alive,498794,6608.505999999999,1459.0079999999998,2206052,385568,578.7769999999999,964345,964345,91846,495.49,168903,668284,317518,2423353,2592.4641,4402773,2423353,1459.0079999999998,E,49
C_10,2000.0,alive,793913,7149151,2619794,1955083,394.41,675971,1070381,1070381,91371,1191298,302332,849883,588388,3690175,4039.7906,4766437,3690175,2619794,E,49
C_10,2001.0,alive,727405,7981748,3448843,2673078,427903,674627,1102.53,1102.53,108238,1090929,312166,968285,443372,4551373,3549.9263,5482425,4551373,3448843,E,49
C_10,2002.0,alive,812688,8425806,1696346,2881695,424886,516047,940933,940933,119837,1055115,149408,953253,447.91,2637.2790000000005,3110883,5739653,2637.2790000000005,1696346,E,49
C_10,2003.0,alive,969047,9536378,1897656,2897725,438143,482.05300000000005,920196,920196,124466,1150974,240579,1088698,445138,2817.8520000000003,3653.3458,6706599,2817.8520000000003,1897656,E,49
C_10,2004.0,alive,1137.13,9896747,1992361,2584985,401105,506259,907364,907364,121845,1625896,243195,1181577,456194,2899725,4076.5271,6946551,2899725,1992361,E,49
C_10,2005.0,alive,1891392,11322645,1986452,2608455,347652,653851,1001503,1001503,133394,2272073,176267,1358832,497702,2987955,4096.0070000000005,7897681,2987955,1986452,E,49
C_10,2006.0,alive,1474662,11455943,2424234,3232633,358644,618.87,977514,977514,180475,1458.56,327255,1332015,496031,3401748,5066.9217,8009.826999999998,3401748,2424234,E,49
C_10,2007.0,alive,947447,11243712,2530933,3127125,373436,619251,992687,992687,276.28,1384967,307143,1397878,451225,3523.62,4261.6113,7712101,3523.62,2530933,E,49
C_10,2008.0,alive,882482,11620093,2446172,3031603,390358,530.5459999999999,920904,920904,253692,1505928,242125,1297.51,389388,3367076,3241.5314,8174114,3367076,2446172,E,49
C_10,2009.0,alive,928737,11808155,2312544,3370.5240000000003,404331,580226,984557,984557,218547,1083.16,68.33,1166626,406733,3297101,3710.4923,8462475,3297101,2312544,E,49
C_10,2010.0,alive,931.93,12362703,2125206,3045.7940000000003,414555,723.8839999999999,1138439,1138439,202989,1310736,350.05300000000005,1264194,419518,3263645,4508.5165,8587.476999999999,3263645,2125206,E,49
C_10,2011.0,alive,956.47,13111018,2067817,3019054,427054,746508,1173562,1173562,226387,1342705,339473,1382.32,405674,3241.3790000000004,5263.4723,9180432,3241.3790000000004,2067817,E,49
C_10,2012.0,alive,1005726,13379615,2045713,3199088,404336,851755,1256091,1256091,249.43,1083542,381542,1510094,368.73,3301804,5594.6981,9277326,3301804,2045713,E,49
C_10,2013.0,alive,1043609,13508.686000000002,2192597,2796465,415708,846323,1262031,1262031,259.71,1618644,406074,1707.22,393497,3454628,5830.8314,9168226,3454628,2192597,E,49
C_10,2014.0,alive,973435,14313532,2263032,3031215,417358,811242,1228.6,1228.6,255986,1559.1429999999998,397595,1857924,395179,3491632,7553105,9794.43,3491632,2263032,E,49
C_10,2015.0,alive,890.5160000000001,15028258,2146419,3462391,494422,854602,1349024,1349024,279931,1442317,437257,2048055,367806,3495443,7155.9904,10308801,3495443,2146419,E,49
C_10,2016.0,alive,822.2189999999999,16004253,2156869,4021785,485829,855.9839999999999,1341813,1341813,282587,1292946,442034,2211725,355403,3498682,8687.6261,11068341,3498682,2156869,E,49
C_10,2017.0,alive,1016288,17019082,2096751,4789713,534118,934427,1468545,1468545,289.27,1197852,488456,2397509,415068,3565296,9519.0354,11883352,3565296,2096751,E,49
C_10,2018.0,alive,924991,17664202,2335206,4638232,582354,773687,1356.0410000000002,1356.0410000000002,294094,1648964,511047,2593475,400.98800000000006,3691247,9551.0904,12315497,3691247,2335206,E,49
C_11,1999.0,alive,6419754,14471044,4981177,1336789,828.0060000000001,3333575,4161581,8196448,1495444,4516.710999999999,2445759,5745.678000000001,2487.64,13177625,56176.1638,7043.449000000001,13177625,9016044,D,28
C_11,2000.0,alive,7376241,15283254,5411215,1076368,827431,3262068,4089499,8334701,1741331,4297.54,2785.9770000000003,6608.258000000001,2693651,13745916,74881.1781,6712.348000000001,13745916,9656417,D,28
C_11,2001.0,alive,8419189,23296423,6282564,4335493,1168018,3537932,4705.95,10002682,2212035,7926.816999999999,1550.39,6686685,3353641,16285246,86665.0475,14236.991000000002,16285246,11579296,D,28
C_11,2002.0,alive,9121772,24259.102000000003,7116.909000000001,4273973,1177345,3940841,5118186,10567754,2441302,7002.201999999999,2793703,8081604,3613218,17684663,62522.72,13594549,17684663,12566477,D,28
C_11,2003.0,alive,10290415,26715342,8095425,3452329,1273991,4164772,5438.763000000001,11585136,2738.4390000000003,7639535,2753233,10324236,3989411,19680561,72906.5388,13643084,19680561,14241798,D,28
C_11,2004.0,alive,10734485,28767494,7459.456999999999,4787934,1288.7,4455326,5744026,12220559,2620463,6825644,3235851,11357172,3696115,19680016,72775.1196,14441711,19680016,13935.99,D,28
C_11,2005.0,alive,11386028,29141203,9012172,4571504,1358939,4835399,6194.338000000001,13275636,2541979,7415514,3372065,11150066,3576.7940000000003,22287808,60692.0361,14725932,22287808,16093.47,D,28
C_11,2006.0,alive,11281883,36178172,7759397,7009.664000000001,1558.75,4860219,6418969,14716925,2806421,11951195,1716755,9958494,4231142,22476322,74879.1065,22123986,22476322,16057353,D,28
C_11,2007.0,alive,14042733,39713924,9041.16,9487789,1854886,5523545,7378431,16873078,2951442,9103278,3606314,12887572,4946876,25914238,87027.4465,21935384,25914238,18535807,D,28
C_11,2008.0,alive,17042.558999999997,42419.204000000005,10427193,8713327,1838829,6477095,8315924,19100359,2775849,11591908,4880719,12661544,5465.66,29527.552000000003,82853.3492,24939653,29527.552000000003,21211628,D,28
C_11,2009.0,alive,23313891,52416623,10816819,11266294,2089.51,6903741,8993251,19947888,3264877,13049489,5745.838000000001,17908.101000000002,6541941,30764707,83747.5603,29517894,30764707,21771456,D,28
C_11,2010.0,alive,22317529,59462266,11382887,12523517,2624305,8038781,10663086,23783834,3188.7340000000004,17262.433999999997,4626.1720000000005,17560255,7184.034000000001,35166721,74116.0034,36985802,35166721,24503635,D,28
C_11,2011.0,alive,23768774,60276893,12177.686000000002,12039822,3043894,8996448,12040342,26673573,3284.2490000000003,15480228,4728.4490000000005,18310177,7683.92,38851259,88302.4112,35750748,38851259,26810917,D,28
C_11,2012.0,alive,31322583,67234944,12009511,18085302,2783.2070000000003,9783515,12566722,27864399,3792313,13280176,5962.92,20557318,7612.86,39873.91,103271.6885,40421712,39873.91,27307188,D,28
C_11,2013.0,alive,19247.0,42953.0,9067.0,3388.0,1719.0,2674.0,4393.0,12781.0,2693.0,9507.0,2576.0,19967.0,3986.0,21848.0,59338.5963,17686.0,21848.0,17455.0,D,28
C_11,2014.0,alive,15261.0,41275.0,8159.0,3408.0,1548.0,2927.0,4475.0,12088.0,2643.0,10532.0,2284.0,17821.0,3586.0,20247.0,67891.7357,19636.0,20247.0,15772.0,D,28
C_11,2015.0,alive,14155.0,41247.0,7722.0,5871.0,1472.0,3372.0,4844.0,12683.0,2599.0,9186.0,4423.0,19099.0,3418.0,20405.0,66137.3852,19921.0,20405.0,15561.0,D,28
C_11,2016.0,alive,26776.0,52666.0,8110.0,20681.0,1353.0,3622.0,4975.0,12743.0,2434.0,6660.0,1400.0,18302.0,3248.0,20853.0,56572.8983,31949.0,20853.0,15878.0,D,28
C_11,2017.0,alive,20147.0,76250.0,10113.0,27210.0,3021.0,3996.0,7017.0,17277.0,3601.0,8912.0,477.0,17916.0,5249.0,27390.0,99507.3661,45152.0,27390.0,20373.0,D,28
C_11,2018.0,alive,14632.0,67173.0,11377.0,19359.0,3278.0,4284.0,7562.0,19201.0,3796.0,9012.0,2368.0,16974.0,5182.0,30578.0,126983.9223,36451.0,30578.0,23016.0,D,28
C_12,1999.0,alive,32.3,102846,152664,51.93,3068,8804,11872,21469,2352,21.48,-457,17725,20031,174.13299999999998,11.01,80.5,174.13299999999998,162261,C,15
